City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
salamiyah,8,SY,1554149828,96,35.01,37.05,5.61,2.61
beloha,0,MG,1554149829,85,-25.17,45.06,20.86,3.13
angoche,20,MZ,1554149829,100,-16.23,39.91,26.31,4.21
grand-lahou,8,CI,1554149829,80,5.24,-5,27.66,3.36
pacifica,90,US,1554149568,72,37.61,-122.49,18.33,5.1
belyy yar,0,RU,1554147000,85,53.6,91.39,-6,1
asekeyevo,68,RU,1554149830,94,53.57,52.8,0.71,2.33
erenhot,0,CN,1554149830,62,43.65,111.97,-9.2,1.13
maceio,40,BR,1554145200,66,-9.67,-35.74,29,4.6
pfarrkirchen,0,DE,1554149825,21,48.43,12.94,10,5.11
draguignan,0,FR,1554149805,62,43.54,6.46,14,1
kangundo,20,KE,1554147000,46,-1.3,37.35,23,4.1
camacha,40,PT,1554148800,67,33.08,-16.33,16,2.6
kalaleh,56,IR,1554145200,93,37.38,55.49,11,1
luocheng,92,CN,1554149832,72,28.29,114.55,11.41,1.58
okhotsk,8,RU,1554149540,86,59.36,143.24,-7.3,3.38
havre-saint-pierre,90,CA,1554147780,88,50.23,-63.6,0,7.7
vila,75,IT,1554150327,35,45.18,8.4,17.78,2.1
praya,20,ID,1554145200,100,-8.71,116.27,24,1.43
karratha,0,AU,1554150348,90,-20.74,116.85,24.56,3.36
goderich,20,CA,1554150225,67,43.74,-81.71,3.89,6.71
trelew,76,AR,1554150349,28,-43.25,-65.31,28.16,2.83
port blair,8,IN,1554150264,100,11.67,92.75,28.71,1.93
savonlinna,90,FI,1554150003,47,61.87,28.88,3,3.6
suleja,0,NG,1554145200,22,9.18,7.18,33,1.5
ostrovnoy,88,RU,1554150064,85,68.05,39.51,-6.05,6.38
sambava,68,MG,1554150350,100,-14.27,50.17,27.66,2.81
rantepao,56,ID,1554150350,100,-2.97,119.9,18.01,0.48
dolores,32,AR,1554150248,55,-36.31,-57.68,26.26,3.86
majene,36,ID,1554150351,99,-3.54,118.97,27.91,2.26
bud,0,NO,1554149850,55,62.91,6.91,5,4.1
khani,90,GE,1554147000,93,41.96,42.96,7,2.6
hobyo,0,SO,1554150352,91,5.35,48.53,25.81,3.73
puerto del rosario,20,ES,1554148800,77,28.5,-13.86,19,1.5
magnitogorsk,40,RU,1554147000,55,53.42,58.98,4,5
winnemucca,90,US,1554149713,25,40.97,-117.74,17,1.5
dzhebariki-khaya,0,RU,1554150353,67,62.22,135.8,-16.8,1.13
kony,0,HU,1554150126,61,47.63,17.36,11,4.63
sistranda,20,NO,1554149940,86,63.73,8.83,3,4.6
baracoa,0,CU,1554150354,90,20.35,-74.5,26.91,4.36
valdivia,0,CL,1554145200,59,-39.81,-73.25,19,3.6
port lincoln,0,AU,1554150354,100,-34.72,135.86,15.36,5.71
boende,48,CD,1554150355,87,-0.28,20.88,26.11,1.51
sur,0,OM,1554150355,77,22.57,59.53,26.96,2.71
tengushevo,36,RU,1554150355,80,54.77,42.72,-1.65,1.61
chernyshevskiy,88,RU,1554150355,84,63.01,112.47,-0.95,3.53
jinka,36,ET,1554150356,71,5.79,36.57,17.46,0.93
wattegama,12,LK,1554150356,93,7.35,80.68,20.86,1.66
aberystwyth,92,GB,1554150135,89,52.41,-4.08,8.33,2.36
sao geraldo do araguaia,48,BR,1554150357,84,-6.4,-48.55,28.41,2.11
los llanos de aridane,90,ES,1554150061,87,28.66,-17.92,15,5.7
ambatondrazaka,76,MG,1554150357,95,-17.82,48.43,19.71,0.98
little current,1,CA,1554148923,55,45.98,-81.93,2,7.2
manicore,40,BR,1554145200,55,-5.81,-61.3,33,1
berlevag,75,NO,1554148200,92,70.86,29.09,-1,8.7
arman,76,RU,1554150058,72,59.7,150.17,-4.15,4.83
umea,0,SE,1554148200,69,63.83,20.26,4,5.48
pangkalanbuun,24,ID,1554150201,96,-2.68,111.62,22.06,1.56
acurenam,56,GA,1554150358,91,1.03,10.67,22.96,1.26
sikasso,24,ML,1554150359,72,11.32,-5.68,27.96,1.61
kodinsk,32,RU,1554150210,67,58.6,99.18,-1.05,4.18
cherepovets,0,RU,1554147000,92,59.13,37.92,-3,1
birao,0,CF,1554150359,25,10.3,22.78,25.71,4.36
luanda,20,AO,1554148800,79,-8.83,13.24,29,4.1
obuasi,12,GH,1554150360,75,6.21,-1.69,27.51,3.36
ashiya,20,JP,1554150121,93,34.74,135.31,6,2.1
tarauaca,12,BR,1554150360,60,-8.16,-70.77,32.56,1.81
sinnamary,88,GF,1554150360,94,5.38,-52.96,26.81,4.16
nizhnevartovsk,0,RU,1554147000,64,60.93,76.58,3,6
lake charles,90,US,1554150199,36,30.23,-93.22,17,2.6
chapleau,75,CA,1554148800,40,47.85,-83.4,1,6.2
ranong,68,TH,1554150361,100,9.96,98.62,28.01,1.61
karatuzskoye,0,RU,1554150362,72,53.61,92.87,-4.05,1.33
porto novo,40,BR,1554145200,48,-23.68,-45.44,28,3.1
baiyin,0,CN,1554145200,21,36.55,104.13,4,2
kaniama,20,CD,1554150363,92,-7.57,24.18,21.21,1.01
tabory,0,PL,1554149766,54,53.89,19.53,6.11,3.36
jalu,24,LY,1554149867,46,29.03,21.55,14.86,3.28
lasa,40,CY,1554149773,87,34.92,32.53,13,2.1
florence,1,US,1554149851,30,34.8,-87.68,15,4.1
takoradi,0,GH,1554149868,97,4.89,-1.75,28.31,3.86
manaure,75,CO,1554145200,74,11.78,-72.45,29,7.2
paamiut,92,GL,1554149869,100,61.99,-49.67,-1.15,10.83
grand gaube,20,MU,1554149641,88,-20.01,57.66,23.89,2.6
naze,76,NG,1554149869,90,5.43,7.07,25.21,2.91
kandrian,56,PG,1554149870,98,-6.21,149.55,24.21,1.43
constitucion,5,MX,1554149416,10,23.99,-104.67,25,3.1
isangel,80,VU,1554149870,100,-19.55,169.27,26.61,5.71
qasigiannguit,20,GL,1554148200,48,68.82,-51.19,-8,10.8
barreirinha,64,BR,1554149871,71,-2.8,-57.07,29.41,1.83
rafraf,40,TN,1554148800,82,37.19,10.18,15,4.03
mezen,12,RU,1554149871,72,65.85,44.24,-1.85,3.58
teya,75,MX,1554149794,30,21.05,-89.07,35,2.6
kabul,0,AF,1554144600,37,34.53,69.18,13,3.6
jos,20,NG,1554149872,34,9.92,8.9,21.56,2.28
zonguldak,68,TR,1554149592,91,41.25,31.83,4.61,2.48
resistencia,0,AR,1554145200,61,-27.45,-58.99,28,5.7
dali,0,CN,1554149865,97,25.6,100.24,9.61,1.38
basoda,0,IN,1554149873,41,23.85,77.92,16.86,1.23
gat,0,SN,1554147000,60,14.69,-16.54,22,8.2
nibbar,40,TN,1554148800,82,36.29,8.77,13,0.5
liku,36,ID,1554149874,100,-0.73,119.89,25.21,1.51
bambanglipuro,92,ID,1554149874,100,-7.95,110.28,22.31,1.26
manyana,76,AU,1554149837,93,-35.26,150.51,19.44,3.6
arivonimamo,75,MG,1554147000,93,-19.01,47.18,19,2.1
gerede,20,TR,1554149801,77,40.8,32.2,-7.15,1.16
vanavara,88,RU,1554149875,74,60.35,102.28,-0.55,5.26
mogadishu,0,SO,1554149633,99,2.04,45.34,28.36,6.91
lubu,100,CN,1554149875,100,23.17,112.28,16.86,1.33
ponta delgada,40,PT,1554149836,62,37.73,-25.67,14,9.8
sertanopolis,20,BR,1554145200,43,-23.06,-51.04,31,1.5
daru,20,SL,1554149876,92,7.99,-10.85,24.51,1.68
bonthe,32,SL,1554149876,79,7.53,-12.5,28.86,2.16
adrar,0,DZ,1554148800,22,27.87,-0.29,24,3.6
ust-barguzin,36,RU,1554149877,72,53.41,109.03,-8.95,1.73
amazar,0,RU,1554149877,64,53.86,120.88,-13.8,1.03
canutama,32,BR,1554149877,43,-6.53,-64.38,34.81,1.38
urucara,32,BR,1554149872,82,-2.54,-57.76,28.56,1.28
cefalu,92,IT,1554149868,76,38.04,14.02,14.44,0.45
yulara,0,AU,1554145200,33,-25.24,130.99,14,2.6
progreso,75,UY,1554148885,65,-34.68,-56.22,26,3.1
acapulco,5,MX,1554147960,55,16.86,-99.88,30,3.6
anaconda,90,US,1554149810,33,46.13,-112.94,7,1.5
gouyave,20,GD,1554145200,66,12.16,-61.73,29,7.7
nemuro,68,JP,1554149880,100,43.32,145.57,-0.7,3.93
wanning,0,AT,1554149825,77,48.64,13.53,10,4.1
rawson,76,AR,1554149880,28,-43.3,-65.11,28.16,2.83
nanakuli,40,US,1554149733,57,21.39,-158.15,26.11,3.6
foldeak,0,HU,1554149830,40,46.32,20.5,13,8.2
tazovskiy,76,RU,1554149656,84,67.47,78.7,-7.8,5.16
tabuk,88,PH,1554149881,96,17.41,121.44,18.86,0.76
barguzin,32,RU,1554149882,63,53.62,109.63,-11.6,1.48
imbituba,20,BR,1554145200,65,-28.24,-48.67,28,3.1
anadyr,40,RU,1554149563,92,64.73,177.51,-1.11,12
bagan,0,RU,1554149883,75,54.1,77.67,-3.55,3.16
roquetas de mar,20,ES,1554149418,82,36.76,-2.61,16,2.1
blind river,1,CA,1554149700,35,46.19,-82.96,4,4.1
dicabisagan,88,PH,1554149883,100,17.08,122.42,22.71,1.38
tongzi,92,CN,1554149884,97,28.78,105.09,14.36,2.36
sudak,12,UA,1554149884,98,44.85,34.97,2.31,1.46
merauke,92,ID,1554149884,100,-8.49,140.4,24.26,4.53
kastamonu,56,TR,1554149884,85,41.38,33.78,-3.15,1.56
namibe,8,AO,1554149885,94,-15.19,12.15,27.21,6.68
laguna,75,MX,1554147720,19,27.52,-110.01,31,2.46
bushehr,88,IR,1554145200,52,28.97,50.84,21,5.1
ajdabiya,100,LY,1554149886,40,30.75,20.22,15.51,5.51
komsomolskiy,56,RU,1554149886,91,67.55,63.78,-3.8,7.23
mabaruma,0,GY,1554149886,70,8.2,-59.78,28.31,3.71
capoterra,0,IT,1554148200,82,39.18,8.97,13,2.1
terra rica,32,BR,1554149887,63,-22.73,-52.62,28.61,1.28
maniitsoq,48,GL,1554149736,85,65.42,-52.9,-6.5,4.06
joshimath,0,IN,1554149887,96,30.57,79.57,-15.15,0.56
fare,64,PF,1554149887,99,-16.7,-151.02,28.86,2.51
pantai remis,75,MY,1554145200,94,4.46,100.63,25,1.46
campeche,20,MX,1554148020,58,19.84,-90.54,30,5.1
lethem,0,GY,1554149888,28,3.38,-59.8,37.16,6.51
ulladulla,76,AU,1554149722,93,-35.36,150.48,13,3.6
new ulm,75,US,1554149859,64,44.31,-94.46,6.11,4.1
las colinas,20,NI,1554145200,36,12.1,-86.23,35,5.1
galle,20,US,1554149848,41,29.74,-97.91,17.22,2.6
moyale,0,ET,1554149890,62,3.52,39.05,20.71,1.88
barra,8,BR,1554149664,81,-11.09,-43.14,26.46,1.66
tooele,40,US,1554149657,43,40.53,-112.3,15,5.1
brest,0,BY,1554149890,55,52.09,23.69,-0.5,3.31
ishigaki,64,JP,1554149891,100,24.34,124.16,20.81,8.46
ous,0,RU,1554149891,76,60.91,61.52,-1.55,3.76
limbang,75,BN,1554147000,94,4.75,115.01,25,0.5
dubbo,20,AU,1554149891,87,-32.25,148.6,13.46,4.86
merrill,90,US,1554149884,81,42.03,-121.6,10.56,2.6
nenjiang,0,CN,1554149892,67,49.17,125.23,-10.15,3.53
kawalu,64,ID,1554149892,100,-7.38,108.21,18.06,0.76
solnechnyy,80,RU,1554149892,78,50.72,136.64,-5.45,2.28
stromness,1,CA,1554149883,100,42.87,-79.55,3.89,7.2
turbat,0,PK,1554149893,32,26,63.05,27.86,3.16
bedford,0,GB,1554149814,65,52.14,-0.47,9.44,1.5
dagua,75,CO,1554148800,78,3.66,-76.69,24,2.6
banepa,20,NP,1554148200,67,27.63,85.52,15,2.1
west bay,0,GB,1554149888,81,50.71,-2.76,9.44,2.83
hay river,20,CA,1554145200,63,60.82,-115.79,-2,6.2
tungor,88,RU,1554149895,92,53.39,142.95,-6.85,3.86
necochea,0,AR,1554149895,46,-38.55,-58.74,27.16,3.31
morristown,1,US,1554149610,27,36.21,-83.29,13.89,3.1
vanimo,80,PG,1554149896,97,-2.67,141.3,28.81,7.31
tevaitoa,64,PF,1554149896,99,-16.78,-151.5,28.86,2.51
aleksandrovsk-sakhalinskiy,80,RU,1554149896,87,50.9,142.16,-4.55,5.21
college,1,US,1554149818,69,64.86,-147.8,5.56,3.1
kingman,1,US,1554149745,12,35.19,-114.05,27.22,6.2
tautira,75,PF,1554149558,66,-17.73,-149.15,31,5.7
laramie,90,US,1554149896,38,41.31,-105.59,8,8.2
zyryanka,76,RU,1554149898,76,65.73,150.89,-12.45,2.61
cairns,90,AU,1554149762,88,-16.92,145.77,24,5.7
shiyan,80,CN,1554149899,56,32.65,110.78,9.31,0.81
emba,40,CY,1554149773,87,34.81,32.42,13,2.1
dawei,8,MM,1554149899,90,14.07,98.19,22.36,1.01
volkhov,24,RU,1554149296,77,59.92,32.34,-2.22,2.81
tsiroanomandidy,56,MG,1554149900,92,-18.77,46.05,17.81,1.23
ampanihy,0,MG,1554149900,77,-24.69,44.75,20.96,4.08
shingu,0,JP,1554149900,100,33.72,135.99,7.81,7.78
ravar,0,IR,1554149900,21,31.27,56.81,21.86,3.83
warrnambool,36,AU,1554149828,97,-38.38,142.48,10,3.68
bahia blanca,64,AR,1554149683,56,-38.72,-62.27,26.71,5.71
monterey,1,US,1554149885,55,36.6,-121.89,23.33,3.6
youkounkoun,0,GN,1554149902,41,12.53,-13.12,31.61,2.41
omboue,32,GA,1554149895,98,-1.57,9.26,29.21,5.28
finspang,0,SE,1554149746,55,58.71,15.77,3,2.6
urengoy,88,RU,1554149902,88,65.96,78.37,-4.55,5.48
la ronge,90,CA,1554146040,56,55.1,-105.3,0,6.2
general pico,88,AR,1554149655,86,-35.66,-63.75,23.76,3.36
chara,0,GR,1554148200,62,39.42,22.43,11,3.1
bolobo,56,CD,1554149903,72,-2.17,16.23,27.46,2.16
wurzen,0,DE,1554149891,52,51.37,12.74,7.78,7.2
keti bandar,0,PK,1554149904,93,24.14,67.45,25.56,3.71
denpasar,20,ID,1554147000,83,-8.65,115.22,26,1.5
aktau,75,KZ,1554147000,93,43.65,51.16,7,9
baglung,56,NP,1554149905,100,28.27,83.59,6.46,1.13
skibotn,40,NO,1554146400,100,69.39,20.27,0,6.7
alamor,75,EC,1554145200,78,-4.02,-80.02,32,4.1
aklavik,75,CA,1554145200,79,68.22,-135.01,-5,2.6
kaeo,20,NZ,1554149285,96,-35.1,173.78,16.67,2.24
richmond,1,CA,1554149823,76,49.16,-123.14,21.11,4.6
qeshm,0,IR,1554147000,64,26.96,56.27,26,2.1
igarka,56,RU,1554149907,90,67.47,86.57,-5.45,3.73
saulkrasti,0,LV,1554149887,92,57.26,24.42,-1.11,0.5
storsteinnes,75,NO,1554149755,80,69.24,19.23,1,6.7
umm lajj,0,SA,1554149645,100,25.02,37.27,13.96,2.28
hirara,0,JP,1554149907,100,24.8,125.28,19.86,8.86
mahibadhoo,68,MV,1554149908,100,3.78,72.97,28.56,1.26
sitangkai,80,PH,1554149908,100,4.66,119.39,27.36,4.03
bagdarin,8,RU,1554149908,62,54.44,113.59,-14.2,1.61
faanui,68,PF,1554149909,100,-16.48,-151.75,28.21,2.83
tosya,64,TR,1554149799,76,41.02,34.04,-0.85,0.98
kristianstad,0,SE,1554149768,97,56.03,14.16,3,2.1
tinyahuarco,48,PE,1554149909,69,-10.75,-76.3,12.86,1.23
andra,24,RU,1554149910,82,62.52,65.89,-1.7,5.31
botucatu,0,BR,1554149663,43,-22.89,-48.44,26.86,2.36
orocue,68,CO,1554149910,72,4.79,-71.34,29.51,5.11
seymchan,88,RU,1554149910,83,62.93,152.39,-8,5.21
vestmanna,68,FO,1554148200,93,62.16,-7.17,2,2.1
kroya,8,ID,1554149911,95,-6.5,108.06,21.06,1.13
mount gambier,44,AU,1554145200,93,-37.83,140.78,6,3.1
port-cartier,90,CA,1554149858,58,50.03,-66.88,-0.57,7.7
poplar bluff,1,US,1554149792,46,36.76,-90.39,11,3.1
buta,56,CD,1554149912,93,2.79,24.73,22.31,1.73
shchors,36,UA,1554149912,54,51.82,31.95,2.36,4.71
abu dhabi,36,AE,1554145200,39,24.47,54.37,33,1
balvi,0,LV,1554149913,70,57.13,27.27,-1.2,3.73
antalaha,92,MG,1554149825,89,-14.9,50.28,26.86,1.71
gunnedah,40,AU,1554147960,82,-30.98,150.25,16,1.5
diego de almagro,0,CL,1554149914,68,-26.39,-70.05,20.46,1.61
rantauprapat,88,ID,1554149914,92,2.1,99.83,21.26,0.91
karangasem,12,ID,1554149915,100,-6.7,108.49,26.01,2.01
inta,88,RU,1554149915,81,66.04,60.13,-2.5,3.83
mao,40,DO,1554149702,52,19.55,-71.08,31.67,5.1
mucuri,0,BR,1554149915,79,-18.08,-39.55,26.21,4.21
saucillo,36,MX,1554149916,19,28.03,-105.29,23.11,2.03
diffa,32,NE,1554149645,16,13.32,12.61,28.56,5.21
nalut,44,LY,1554149916,71,31.86,10.98,14.41,4.31
carauari,36,BR,1554149916,73,-4.88,-66.9,30.31,0.78
axim,0,GH,1554149917,96,4.87,-2.24,28.71,4.66
nathdwara,0,IN,1554149917,44,24.93,73.82,17.41,0.81
batken,92,KG,1554149917,77,40.06,70.82,8.76,1.06
oxelosund,0,SE,1554146400,59,58.67,17.1,3,3.6
loralai,8,PK,1554149918,47,30.37,68.6,9.61,2.03
katangli,92,RU,1554149918,91,51.71,143.23,-3.85,6.33
saint-joseph,0,FR,1554149884,62,43.56,6.97,15.56,1
